,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries
2480,21423,3,18,0,0,0,0,0,24,1,0,4,1,2,2,0,3,0,25000,0,3.0
2429,31416,3,40,2,1,0,0,0,3,1,0,3,0,1,0,0,2,0,50000,0,1.0
1640,11754,1,35,0,1,0,1,0,7,0,1,1,0,0,1,0,0,0,50000,0,2.0
1290,29439,3,19,1,0,0,1,0,14,2,0,4,0,4,2,0,0,0,50000,0,1.0
1380,46592,2,62,1,1,0,3,0,9,0,0,1,0,3,2,0,0,0,100000,0,3.0
1933,1762,1,34,0,0,0,2,0,28,0,0,1,1,3,0,0,3,0,100000,0,0.0
579,42398,2,42,1,0,0,1,0,29,2,0,1,1,0,1,0,0,0,25000,0,1.0
2030,26364,2,59,1,1,0,4,0,19,0,0,1,0,2,2,0,1,0,25000,0,1.0
892,11523,2,61,1,1,0,4,0,6,0,0,2,1,0,1,0,1,0,25000,0,2.0
780,37708,1,34,0,0,0,4,0,3,1,1,1,0,3,2,0,0,0,25000,0,1.0
159,35199,0,24,0,1,0,1,0,21,2,0,2,1,2,1,0,2,0,50000,0,0.0
2,16523,2,64,1,0,0,1,0,10,0,1,4,0,2,1,0,1,0,50000,0,0.0
3033,45658,0,25,2,1,0,2,0,11,2,0,1,1,4,0,0,2,0,25000,0,2.0
849,7727,1,76,2,1,0,1,0,17,1,0,3,0,0,1,0,3,0,25000,0,1.0
2213,39392,3,28,1,0,0,1,0,10,2,0,2,0,3,1,0,0,0,100000,0,2.0
1596,24236,0,71,2,1,0,2,0,6,0,0,2,1,2,2,0,1,0,100000,0,2.0
1776,5233,0,57,2,0,0,3,0,21,2,0,3,0,0,2,0,2,0,25000,0,2.0
1913,13788,3,27,0,0,0,4,0,26,1,0,4,0,3,2,0,0,0,25000,0,3.0
1043,36351,1,56,1,1,0,0,0,20,0,0,3,0,3,2,0,0,0,100000,0,2.0
1544,3287,2,56,1,1,0,1,0,6,2,1,3,1,2,1,0,0,0,50000,0,1.0
2242,1661,1,46,0,1,0,0,0,18,1,0,4,0,2,1,0,3,0,25000,0,3.0
53,30223,2,62,2,1,0,1,0,12,1,0,4,0,4,2,0,2,0,100000,0,2.0
3543,46659,0,59,1,1,0,4,0,21,2,0,4,0,4,2,0,3,0,50000,0,3.0
1911,7531,2,29,2,0,0,0,0,24,0,1,2,0,3,0,0,2,0,100000,0,2.0
2473,28879,1,19,1,0,0,4,0,27,1,1,4,0,1,1,0,3,0,25000,0,3.0
824,28711,2,78,2,1,0,0,0,2,0,0,2,0,3,1,0,2,0,50000,0,1.0
3517,25002,2,70,2,1,0,3,0,21,1,0,4,1,3,1,0,1,0,25000,0,2.0
1389,10264,0,29,1,1,0,4,0,3,0,0,2,0,4,1,0,0,0,100000,0,1.0
3013,25018,0,65,0,0,0,1,0,25,0,1,4,0,2,0,0,3,0,50000,0,2.0
2304,21455,2,33,1,0,0,0,0,22,2,0,4,1,2,1,0,3,0,25000,0,2.0
1607,3332,3,67,2,0,0,3,0,13,1,1,2,1,1,2,0,3,0,100000,0,3.0
1594,23564,1,77,2,1,0,3,0,28,2,0,2,1,3,0,0,2,0,50000,0,1.0
771,41735,1,51,0,0,0,0,0,9,2,1,4,0,1,2,0,0,0,100000,0,1.0
1868,23367,0,60,1,1,0,3,0,3,2,1,2,1,4,0,0,2,0,100000,0,1.0
1085,6897,2,24,2,1,0,1,0,18,2,1,1,1,1,0,0,1,0,25000,0,1.0
2510,37516,3,40,1,1,0,4,0,29,0,0,4,0,2,0,0,1,0,100000,0,1.0
1325,42638,0,63,1,0,0,0,0,28,0,0,4,0,0,0,0,3,0,50000,0,2.0
1463,35426,1,61,0,1,0,1,0,19,2,0,1,1,3,1,0,1,0,50000,0,2.0
806,14937,0,46,0,0,0,0,0,15,2,0,1,0,1,2,0,0,0,100000,0,1.0
2740,31876,2,28,0,1,0,1,0,6,1,0,2,0,1,2,0,2,0,100000,0,3.0
2283,7952,3,27,0,1,0,2,0,20,0,0,2,0,4,0,0,0,0,50000,0,2.0
2108,20788,2,26,0,1,0,3,0,25,2,0,4,0,4,0,0,1,0,100000,0,1.0
3197,12301,1,22,2,1,0,0,0,27,1,0,1,0,3,1,0,2,0,100000,0,3.0
3613,23851,2,61,0,0,0,4,0,14,1,1,4,0,0,2,0,1,0,25000,0,3.0
963,25500,0,37,1,1,0,0,0,4,2,0,2,0,0,2,0,1,0,100000,0,1.0
398,38641,3,34,2,1,0,2,0,16,0,0,1,0,2,0,0,0,0,100000,0,3.0
3445,9063,0,77,2,1,0,1,0,3,2,1,4,0,3,1,0,3,0,100000,0,1.0
704,33357,1,78,0,1,0,4,0,23,0,0,3,0,1,2,0,0,0,25000,0,3.0
431,37480,0,74,2,1,0,0,0,9,0,0,4,1,1,2,0,0,0,25000,0,2.0
292,17600,3,34,2,0,0,4,0,16,0,0,1,0,1,2,0,1,0,100000,0,2.0
3473,39720,2,42,2,1,0,3,0,8,1,0,3,0,2,0,0,0,0,100000,0,1.0
145,20008,2,27,2,1,0,0,0,11,2,0,2,0,3,1,0,0,0,25000,0,2.0
2033,36571,2,30,2,0,0,4,0,10,0,1,3,1,2,2,0,3,0,50000,0,3.0
2587,44914,1,39,1,1,0,1,0,3,2,0,3,0,4,0,0,0,0,50000,0,1.0
1165,22947,3,62,0,1,0,2,0,3,2,0,4,0,4,2,0,2,0,25000,0,0.0
2050,34519,3,69,2,0,0,4,0,21,0,0,4,0,0,0,0,1,0,100000,0,2.0
3515,24514,1,33,0,1,0,0,0,6,2,1,2,0,4,1,0,2,0,100000,0,2.0
339,14869,1,22,0,1,0,1,0,7,1,0,1,1,0,2,0,3,0,25000,0,2.0
2226,42289,2,53,2,1,0,0,0,18,1,0,2,1,2,2,0,0,0,25000,0,1.0
265,7614,2,24,2,1,0,1,0,6,0,0,2,1,4,0,0,2,0,100000,0,0.0
2864,21771,0,76,1,0,0,4,0,16,2,1,1,0,0,2,0,0,0,25000,0,2.0
1771,35968,0,78,1,1,0,3,0,10,2,0,1,0,0,0,0,0,0,100000,0,1.0
271,5335,3,78,2,1,0,2,0,14,0,0,2,0,0,2,0,3,0,50000,0,2.0
696,9405,0,30,2,1,0,3,0,19,2,0,3,1,0,1,0,3,0,100000,0,3.0
3645,18647,2,32,2,1,0,4,0,15,1,0,2,1,1,0,0,0,0,50000,0,3.0
244,13616,1,46,2,1,0,4,0,13,1,0,1,1,2,2,0,3,0,50000,0,2.0
3450,23995,1,73,0,0,0,4,0,28,0,0,2,0,3,0,0,3,0,50000,0,3.0
476,8470,0,33,0,1,0,0,0,16,1,0,2,0,3,1,0,1,0,25000,0,3.0
2032,30463,0,55,2,1,0,2,0,29,0,1,3,0,0,1,0,3,0,100000,0,0.0
3186,39951,0,20,1,1,0,4,0,23,2,0,2,0,0,1,0,1,0,100000,0,1.0
3187,31462,1,64,0,1,0,1,0,3,0,0,4,0,3,2,0,3,0,25000,0,1.0
813,31848,0,74,1,0,0,3,0,11,1,1,1,1,2,1,0,3,0,25000,0,3.0
1914,30377,0,19,0,1,0,1,0,22,0,0,2,0,1,1,0,0,0,100000,0,2.0
3103,19573,2,78,0,1,0,3,0,29,0,0,3,1,4,1,0,2,0,50000,0,2.0
3619,21107,2,53,1,1,0,0,0,1,2,0,4,1,2,2,0,0,0,25000,0,1.0
1804,42556,3,77,2,1,0,3,0,5,0,0,2,0,3,2,0,1,0,50000,0,2.0
2678,18017,0,42,0,0,0,2,0,21,0,0,1,0,0,2,0,2,0,100000,0,3.0
250,34799,0,61,1,1,0,4,0,10,1,0,1,1,2,0,0,1,0,25000,0,0.0
545,7237,1,58,0,0,0,1,0,25,2,0,2,1,0,2,0,1,0,100000,0,1.0
738,5203,2,73,0,1,0,2,0,7,1,0,1,1,4,1,0,2,0,100000,0,2.0
310,45915,0,35,2,0,0,0,0,10,0,0,3,1,0,1,0,3,0,100000,0,1.0
1131,33840,0,36,2,1,0,2,0,7,0,1,1,0,0,1,0,2,0,100000,0,3.0
1449,21308,1,79,0,0,0,4,0,13,2,0,4,0,3,1,0,2,0,25000,0,2.0
3563,27208,1,39,1,1,0,2,0,22,1,0,1,1,2,1,0,3,0,100000,0,2.0
15,43501,2,67,0,1,0,0,0,24,2,0,1,0,3,2,0,1,0,25000,0,0.0
3225,42512,1,64,1,0,0,1,0,16,2,0,3,1,2,1,0,1,0,25000,0,1.0
2754,13893,0,47,0,1,0,4,0,1,1,1,2,0,2,1,0,3,0,50000,0,3.0
2957,44615,0,75,1,1,0,1,0,22,0,0,1,1,4,2,0,3,0,50000,0,1.0
363,2417,0,42,0,0,0,1,0,23,2,1,3,1,0,0,0,2,0,25000,0,0.0
182,45190,3,69,0,1,0,2,0,4,2,0,4,1,0,0,0,2,0,100000,0,3.0
1194,4579,2,45,2,1,0,1,0,12,0,1,1,0,4,2,0,1,0,50000,0,2.0
3495,34060,0,65,2,0,0,4,0,23,1,0,2,0,2,1,0,1,0,100000,0,1.0
1121,5932,0,34,1,1,0,3,0,26,2,0,4,0,1,0,0,0,0,50000,0,2.0
1182,43860,0,30,1,1,0,2,0,1,0,1,4,0,2,2,0,3,0,100000,0,1.0
2698,5769,2,61,2,0,0,3,0,2,0,1,4,0,3,0,0,2,0,25000,0,1.0
614,33630,0,43,2,0,0,4,0,4,2,0,3,0,3,2,0,2,0,100000,0,2.0
1466,13328,1,66,0,1,0,3,0,24,2,0,3,0,0,2,0,0,0,25000,0,2.0
401,6871,1,56,2,0,0,3,0,9,0,0,1,0,0,0,0,1,0,25000,0,1.0
934,42279,0,45,0,0,0,1,0,3,1,0,1,0,0,2,0,2,0,100000,0,3.0
2431,6006,1,29,1,1,0,1,0,18,2,0,1,0,0,0,0,0,0,100000,0,1.0
2424,29057,0,43,2,1,0,1,0,28,2,0,2,0,3,2,0,1,0,100000,0,2.0
726,26158,1,31,0,1,0,2,0,13,1,1,4,0,0,1,0,0,0,100000,0,0.0
826,31510,2,59,0,1,0,0,0,6,0,0,1,0,1,1,0,1,0,25000,0,2.0
1521,1119,2,42,2,1,0,4,0,13,1,1,1,1,3,2,0,2,0,25000,0,2.0
136,13033,1,18,1,1,0,0,0,24,0,0,2,1,1,1,0,1,0,25000,0,1.0
628,1935,1,29,2,1,0,0,0,26,0,0,2,0,4,0,0,2,0,25000,0,3.0
334,49777,1,26,0,0,0,1,0,25,1,1,3,1,2,0,0,2,0,50000,0,3.0
390,34516,2,19,2,0,0,1,0,6,1,0,2,1,3,1,0,0,0,100000,0,1.0
2823,29563,3,63,1,1,0,0,0,26,0,0,2,1,2,0,0,0,0,50000,0,2.0
1817,11564,3,32,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,25000,0,2.0
3305,2870,3,58,1,1,0,1,0,15,1,1,1,0,3,1,0,2,0,100000,0,2.0
710,14129,1,18,1,1,0,1,0,19,2,0,3,1,4,2,0,3,0,50000,0,1.0
1039,25998,3,56,2,1,0,0,0,29,2,1,3,1,1,1,0,0,0,25000,0,1.0
2409,7711,2,64,1,0,0,1,0,12,2,0,2,1,1,2,0,2,0,50000,0,3.0
3176,26101,3,71,0,1,0,3,0,5,0,1,4,0,1,1,0,2,0,25000,0,2.0
1561,13102,3,67,1,1,0,2,0,20,2,0,2,0,0,0,0,1,0,100000,0,2.0
3379,28126,0,36,0,0,0,1,0,3,2,0,2,0,1,2,0,0,0,100000,0,3.0
3081,46222,2,66,1,0,0,1,0,6,2,0,1,0,0,2,0,0,0,100000,0,1.0
1112,3143,0,20,0,1,0,4,0,26,1,0,1,0,2,1,0,0,0,25000,0,2.0
1223,4588,1,27,2,1,0,1,0,16,1,0,1,0,4,0,0,2,0,50000,0,1.0
2453,3436,1,68,2,0,0,3,0,7,1,0,3,1,3,2,0,1,0,50000,0,1.0
1508,9311,0,76,0,0,0,1,0,27,2,0,1,1,4,2,0,3,0,100000,0,2.0
1750,27435,1,42,1,1,0,1,0,5,2,0,1,1,0,1,0,0,0,100000,0,2.0
3291,44747,2,20,1,0,0,1,0,1,2,0,2,1,2,0,0,1,0,50000,0,2.0
338,26569,0,39,2,1,0,0,0,3,1,1,2,0,3,2,0,3,0,100000,0,0.0
215,7900,2,47,1,0,0,2,0,8,0,0,2,1,1,2,0,1,0,25000,0,3.0
1341,858,3,22,2,1,0,4,0,21,1,0,2,1,1,2,0,3,0,50000,0,2.0
3075,47062,2,54,1,1,0,1,0,11,1,0,2,0,1,2,0,1,0,25000,0,3.0
3439,13182,3,46,0,1,0,3,0,25,2,1,4,0,0,1,0,0,0,50000,0,1.0
2381,25581,1,18,1,0,0,1,0,14,1,0,1,0,0,0,0,3,0,25000,0,3.0
2287,14231,1,52,0,1,0,3,0,7,2,0,1,0,1,0,0,0,0,50000,0,1.0
2486,20180,3,21,0,1,0,3,0,10,2,0,4,1,4,0,0,2,0,50000,0,2.0
101,29143,1,45,1,0,0,4,0,29,0,0,4,0,4,1,0,1,0,100000,0,3.0
2993,1907,3,33,0,1,0,3,0,11,1,0,1,0,1,1,0,3,0,100000,0,2.0
171,28432,0,36,1,1,0,4,0,5,0,0,3,0,1,1,0,3,0,50000,0,1.0
107,20330,3,43,2,0,0,1,0,13,0,1,3,1,1,2,0,0,0,100000,0,1.0
2579,23622,1,61,0,1,0,2,0,27,0,0,3,0,4,0,0,1,0,50000,0,1.0
3662,5562,2,52,2,1,0,1,0,1,0,0,4,1,1,2,0,0,0,50000,0,2.0
2700,36397,2,63,2,0,0,4,0,26,2,1,1,1,3,2,0,1,0,100000,0,1.0
2456,28591,3,44,2,0,0,2,0,28,1,0,4,1,1,2,0,0,0,100000,0,2.0
2338,41245,0,74,2,1,0,2,0,20,2,0,3,0,2,1,0,0,0,25000,0,2.0
2498,14400,3,35,0,1,0,0,0,22,0,0,1,0,0,0,0,0,0,100000,0,2.0
2463,27552,2,47,2,1,0,3,0,25,0,1,4,1,2,1,0,0,0,50000,0,2.0
2760,15373,1,30,0,1,0,1,0,24,2,0,4,0,2,2,0,1,0,50000,0,3.0
2859,11654,0,53,1,0,0,2,0,20,2,0,1,0,0,1,0,2,0,100000,0,1.0
3151,4249,0,43,1,1,0,0,0,24,2,0,4,0,3,1,0,3,0,100000,0,0.0
1040,2659,1,37,1,1,0,2,0,2,1,1,4,1,4,0,0,3,0,50000,0,2.0
2120,4985,1,41,1,1,0,0,0,9,0,0,2,0,1,1,0,1,0,50000,0,2.0
1524,34564,1,52,1,1,0,0,0,18,2,1,1,0,4,2,0,2,0,25000,0,3.0
3552,9036,1,59,0,0,0,2,0,25,2,0,4,0,3,2,0,1,0,25000,0,3.0
2248,35922,3,51,2,1,0,4,0,7,1,1,1,0,0,0,0,2,0,50000,0,2.0
481,1322,1,57,1,0,0,3,0,6,0,0,4,1,0,2,0,3,0,100000,0,3.0
2614,15886,1,72,0,0,0,3,0,16,0,0,4,1,4,1,0,1,0,50000,0,2.0
2718,44101,0,53,0,0,0,4,0,21,1,0,3,0,1,1,0,1,0,50000,0,0.0
1762,11587,1,64,0,1,0,0,0,25,1,1,1,0,0,2,0,1,0,25000,0,2.0
2994,8532,2,53,0,1,0,1,0,28,1,0,4,0,4,2,0,2,0,100000,0,3.0
3109,11389,0,66,0,1,0,3,0,14,1,0,2,1,2,2,0,1,0,100000,0,1.0
2542,38998,3,65,0,1,0,4,0,26,2,0,1,1,3,2,0,0,0,50000,0,3.0
2512,31107,2,19,2,1,0,0,0,22,0,0,4,0,2,2,0,2,0,25000,0,3.0
405,6279,1,24,0,1,0,0,0,13,2,0,3,0,1,0,0,1,0,100000,0,2.0
757,11583,3,53,1,0,0,3,0,19,0,0,1,0,4,1,0,3,0,25000,0,2.0
2404,8948,3,45,0,1,0,0,0,4,1,0,3,0,2,2,0,2,0,100000,0,2.0
97,33211,1,32,0,0,0,4,0,29,2,0,4,0,0,1,0,1,0,50000,0,0.0
1333,21038,3,32,2,1,0,1,0,8,0,1,4,1,3,2,0,2,0,50000,0,2.0
2920,41435,3,72,1,1,0,1,0,7,2,1,3,0,4,0,0,3,0,100000,0,0.0
3395,10755,2,65,1,1,0,2,0,20,0,0,4,1,1,2,0,0,0,100000,0,3.0
2417,49349,0,29,1,1,0,0,0,26,2,1,2,0,0,2,0,1,0,50000,0,2.0
2058,17067,0,60,1,1,0,4,0,4,0,0,3,0,2,0,0,0,0,100000,0,0.0
2583,7191,0,56,2,0,0,2,0,14,2,1,2,0,2,1,0,0,0,100000,0,2.0
148,37733,3,45,0,1,0,3,0,15,2,1,3,1,2,0,0,1,0,100000,0,1.0
28,24753,3,35,0,1,0,2,0,7,1,0,3,0,2,1,0,2,0,100000,0,3.0
2514,24799,3,20,1,0,0,4,0,24,1,0,4,1,3,1,0,3,0,25000,0,2.0
2420,16382,3,22,2,1,0,3,0,15,1,0,1,0,1,0,0,1,0,100000,0,3.0
692,33481,3,37,1,1,0,1,0,2,0,0,4,0,0,0,0,2,0,50000,0,3.0
1386,21036,0,65,2,0,0,3,0,7,1,0,2,1,2,2,0,1,0,50000,0,1.0
1845,11638,0,68,2,0,0,2,0,18,2,0,2,0,2,1,0,0,0,50000,0,3.0
2517,25420,0,39,2,1,0,3,0,23,0,0,2,1,3,1,0,0,0,25000,0,1.0
1599,31081,2,79,0,1,0,2,0,4,2,1,3,0,2,2,0,1,0,100000,0,1.0
701,45504,1,37,2,1,0,4,0,20,2,0,3,0,3,2,0,1,0,25000,0,2.0
1708,8110,1,32,2,0,0,2,0,28,2,0,1,0,1,2,0,1,0,100000,0,2.0
454,28465,1,75,2,1,0,1,0,14,0,0,2,0,0,0,0,2,0,100000,0,2.0
2040,13733,0,60,2,1,0,3,0,10,0,1,1,0,0,0,0,0,0,25000,0,1.0
2570,15105,2,75,1,1,0,1,0,17,0,1,3,1,1,0,0,1,0,50000,0,3.0
2315,16460,1,21,2,0,0,2,0,1,2,0,2,0,0,1,0,2,0,25000,0,2.0
609,6683,3,54,0,1,0,1,0,17,2,1,3,0,4,1,0,2,0,25000,0,3.0
167,20031,1,63,1,1,0,1,0,18,1,0,2,1,1,2,0,3,0,100000,0,3.0
730,46786,2,68,1,0,0,1,0,17,2,0,3,1,0,1,0,1,0,100000,0,3.0
2646,27450,1,34,0,0,0,4,0,25,0,0,3,1,3,0,0,1,0,50000,0,1.0
3290,605,1,70,0,1,0,4,0,12,1,0,2,0,3,2,0,3,0,25000,0,2.0
2547,13440,2,22,2,1,0,1,0,25,1,0,4,1,3,2,0,3,0,50000,0,3.0
1622,34419,3,32,0,1,0,4,0,27,0,0,4,0,1,2,0,0,0,25000,0,1.0
587,8745,3,77,0,1,0,3,0,18,1,0,3,0,3,0,0,2,0,50000,0,2.0
1401,41091,2,20,0,0,0,3,0,8,1,1,1,0,3,0,0,1,0,50000,0,2.0
1700,22369,3,48,1,0,0,2,0,23,2,1,3,1,3,0,0,3,0,50000,0,0.0
2682,18800,2,33,2,1,0,2,0,4,0,0,1,0,3,2,0,3,0,25000,0,1.0
2893,34257,1,28,2,1,0,1,0,23,1,1,1,0,2,2,0,2,0,50000,0,3.0
1379,22326,0,36,0,1,0,0,0,18,2,0,3,1,1,1,0,2,0,100000,0,3.0
2089,34276,2,28,2,0,0,2,0,10,0,0,3,0,3,2,0,1,0,25000,0,1.0
2175,46835,0,32,0,0,0,0,0,29,1,0,1,0,3,0,0,2,0,25000,0,1.0
2649,20394,2,28,0,1,0,4,0,14,2,1,1,0,3,2,0,0,0,50000,0,2.0
3616,11758,3,64,1,1,0,1,0,6,1,0,3,0,2,0,0,3,0,100000,0,1.0
2979,30873,1,51,1,1,0,3,0,14,2,0,3,1,3,0,0,2,0,100000,0,2.0
441,20456,1,22,2,1,0,3,0,15,2,0,4,1,3,1,0,2,0,25000,0,2.0
2051,38634,2,19,1,1,0,3,0,1,1,0,1,1,4,2,0,1,0,50000,0,3.0
1301,19126,2,51,1,0,0,3,0,9,1,0,1,0,2,0,0,0,0,25000,0,2.0
3107,27256,0,35,2,0,0,2,0,4,1,0,1,1,2,2,0,0,0,50000,0,1.0
1304,1641,1,38,0,1,0,4,0,23,2,0,1,1,3,2,0,1,0,50000,0,1.0
236,27290,3,36,1,1,0,1,0,20,2,0,2,0,1,0,0,0,0,25000,0,1.0
520,21081,2,48,1,0,0,1,0,11,1,0,4,0,1,0,0,0,0,25000,0,3.0
735,39943,0,33,1,0,0,0,0,6,1,1,1,0,1,2,0,1,0,50000,0,1.0
3251,8512,2,40,2,1,0,4,0,23,2,0,2,0,4,2,0,1,0,100000,0,1.0
2106,26712,0,30,1,1,0,4,0,10,0,1,1,1,1,1,0,3,0,25000,0,0.0
592,45141,1,65,2,0,0,0,0,14,0,1,1,0,2,2,0,2,0,25000,0,1.0
1303,17243,1,55,1,1,0,4,0,16,0,0,1,0,4,1,0,2,0,25000,0,1.0
1387,28310,2,27,1,1,0,4,0,27,2,0,2,0,4,0,0,1,0,25000,0,3.0
2389,47214,2,54,1,1,0,0,0,21,2,0,4,0,4,0,0,2,0,25000,0,2.0
3482,29909,1,49,2,1,0,2,0,19,0,0,2,0,3,0,0,1,0,50000,0,1.0
3468,11118,3,77,2,1,0,1,0,13,2,1,3,0,3,2,0,3,0,25000,0,3.0
904,13186,0,24,2,0,0,0,0,19,0,1,3,1,4,0,0,1,0,100000,0,3.0
3562,18240,1,60,0,1,0,3,0,22,1,0,4,1,2,1,0,3,0,50000,0,2.0
1279,13895,0,75,2,0,0,1,0,26,1,1,3,0,1,0,0,0,0,25000,0,1.0
2935,22173,0,26,0,0,0,2,0,15,2,1,1,1,2,0,0,2,0,100000,0,2.0
3528,11884,3,60,1,0,0,1,0,15,1,1,3,0,2,1,0,3,0,25000,0,1.0
2308,43798,2,51,1,1,0,2,0,19,1,0,1,0,3,0,0,3,0,25000,0,1.0
2918,27127,0,63,1,0,0,1,0,16,1,0,2,0,4,0,0,3,0,25000,0,2.0
3012,22376,1,75,0,0,0,2,0,2,2,0,4,0,0,0,0,1,0,25000,0,3.0
3382,8330,3,74,0,1,0,4,0,22,2,0,1,0,0,2,0,0,0,25000,0,2.0
706,25503,3,28,0,1,0,2,0,29,0,1,2,1,0,0,0,2,0,50000,0,2.0
3236,42346,2,57,1,0,0,4,0,4,0,0,4,1,0,1,0,0,0,100000,0,2.0
745,12061,2,27,0,1,0,0,0,18,0,0,2,1,3,1,0,2,0,50000,0,2.0
1939,4305,1,49,1,1,0,1,0,18,0,0,3,1,2,2,0,3,0,100000,0,2.0
2412,6589,2,61,1,1,0,1,0,21,1,1,4,0,2,2,0,3,0,100000,0,0.0
513,45920,1,22,2,1,0,4,0,1,2,0,4,0,0,2,0,3,0,100000,0,1.0
81,19860,2,37,1,0,0,0,0,3,0,0,3,0,2,1,0,1,0,100000,0,1.0
1308,44679,2,43,0,0,0,4,0,20,1,0,2,0,1,2,0,3,0,100000,0,1.0
3047,27801,1,44,2,1,0,1,0,6,0,0,1,0,0,0,0,0,0,100000,0,3.0
914,40608,1,48,1,0,0,2,0,5,2,0,3,1,0,2,0,1,0,100000,0,2.0
3384,2451,0,50,2,1,0,3,0,27,1,1,3,1,0,1,0,3,0,25000,0,0.0
3368,40760,0,26,1,1,0,4,0,16,0,0,3,1,3,2,0,0,0,50000,0,2.0
774,17775,0,55,2,1,0,1,0,22,0,1,2,1,1,0,0,0,0,100000,0,1.0
329,2031,2,60,1,1,0,0,0,18,0,0,3,1,0,1,0,2,0,50000,0,0.0
2054,5391,2,51,2,1,0,1,0,14,0,1,3,0,2,0,0,3,0,50000,0,2.0
2001,16416,1,41,1,1,0,4,0,25,1,0,2,0,0,2,0,2,0,100000,0,1.0
943,4981,2,26,0,1,0,0,0,12,1,1,3,1,2,2,0,2,0,25000,0,1.0
822,6512,3,23,2,0,0,2,0,17,0,1,2,1,4,2,0,3,0,25000,0,0.0
909,38185,2,78,1,1,0,0,0,16,0,0,4,0,4,2,0,2,0,100000,0,2.0
181,23789,0,48,0,0,0,2,0,23,1,0,2,0,2,0,0,0,0,25000,0,2.0
164,46043,1,19,0,0,0,2,0,14,2,0,2,0,2,1,0,2,0,25000,0,1.0
1523,28501,3,79,2,0,0,4,0,10,2,1,3,0,1,2,0,0,0,25000,0,2.0
451,42449,0,26,2,0,0,4,0,20,1,1,3,0,1,1,0,3,0,100000,0,1.0
1311,2511,2,30,1,1,0,4,0,9,1,0,2,1,1,1,0,1,0,50000,0,2.0
1111,42300,2,18,2,0,0,1,0,5,2,0,3,0,3,0,0,3,0,25000,0,0.0
3044,30131,0,62,1,1,0,0,0,25,1,0,4,1,2,0,0,2,0,100000,0,1.0
1287,6531,0,69,2,0,0,1,0,16,1,0,4,0,1,2,0,1,0,25000,0,3.0
327,15534,0,56,0,1,0,4,0,20,0,0,1,0,0,1,0,1,0,25000,0,2.0
1790,2420,1,34,0,1,0,2,0,25,2,0,4,0,3,1,0,1,0,100000,0,3.0
3253,40597,2,44,1,1,0,4,0,7,0,1,2,0,2,2,0,0,0,25000,0,0.0
2007,12449,1,52,1,1,0,2,0,4,2,0,3,0,3,2,0,1,0,100000,0,1.0
1858,11244,3,21,1,1,0,4,0,2,0,0,4,1,4,1,0,1,0,25000,0,3.0
312,18771,1,18,2,0,0,4,0,27,1,0,3,0,3,1,0,0,0,25000,0,0.0
832,21329,3,18,1,1,0,4,0,12,1,0,4,1,3,0,0,1,0,50000,0,2.0
1201,6916,2,59,2,0,0,2,0,18,0,0,1,1,3,1,0,1,0,100000,0,2.0
2828,29306,3,57,0,1,0,3,0,20,2,1,3,0,1,0,0,3,0,25000,0,1.0
2411,41196,0,56,0,1,0,3,0,22,0,1,1,0,1,0,0,3,0,25000,0,3.0
2134,44672,0,44,1,1,0,0,0,17,1,0,1,1,3,2,0,0,0,100000,0,0.0
2209,26960,2,19,0,1,0,3,0,17,1,0,4,0,3,0,0,1,0,50000,0,2.0
3137,36212,3,49,2,0,0,0,0,9,1,0,2,1,2,2,0,1,0,100000,0,1.0
1481,22229,0,39,1,1,0,1,0,22,2,0,3,0,3,0,0,3,0,50000,0,2.0
777,48820,1,25,0,1,0,4,0,29,0,0,2,1,4,1,0,3,0,100000,0,2.0
799,9608,3,31,0,1,0,0,0,27,0,0,4,1,1,2,0,2,0,25000,0,2.0
54,26439,2,18,0,1,0,4,0,6,0,0,4,1,1,2,0,2,0,50000,0,2.0
1920,12692,1,60,2,0,0,2,0,4,1,1,2,1,2,2,0,3,0,25000,0,2.0
3163,39843,0,67,0,0,0,3,0,21,1,0,3,0,1,0,0,1,0,50000,0,2.0
2641,35927,2,37,2,0,0,1,0,27,2,1,1,1,1,1,0,0,0,100000,0,2.0
1701,21781,2,42,2,1,0,4,0,16,0,0,3,1,0,1,0,3,0,100000,0,3.0
2161,30596,2,69,0,1,0,2,0,29,1,1,4,0,0,2,0,1,0,100000,0,3.0
3441,41534,3,47,0,1,0,3,0,21,0,1,1,0,3,0,0,3,0,25000,0,2.0
987,43033,0,43,1,0,0,3,0,14,1,0,2,0,2,2,0,0,0,25000,0,2.0
2638,2051,1,31,2,1,0,4,0,4,2,1,1,0,3,2,0,3,0,100000,0,2.0
1394,20310,3,74,0,0,0,4,0,6,1,0,3,1,3,0,0,3,0,25000,0,0.0
768,15860,1,69,0,1,0,4,0,9,1,0,4,1,2,2,0,2,0,25000,0,0.0
3250,1308,3,58,0,1,0,0,0,18,0,0,1,0,1,1,0,3,0,50000,0,3.0
